location_stand,banking,bike_stands,available_bike_stands,available_bikes,status,date,time ,longitude,latitude,workingday,weather,Season,temp,humidity,windspeed
Grand canal docks outside fresh,FALSE,20,20,0,OPEN,01-10-2021,05:32:00,-6.238583475,53.34339239,0,1,4,5.74,43,15.0013
Blood stone road,FALSE,30,1,29,OPEN,01-10-2021,05:32:00,-6.236217767,53.34491682,0,1,4,6.56,37,31.0009
"Both wall quay, opposite the Spenser. ",TRUE,40,39,1,OPEN,02-10-2021,05:32:00,-6.24309361,53.3476477,0,1,4,5.74,33,26.0027
Sir john Robertson quay,FALSE,31,5,26,OPEN,02-10-2021,05:32:00,-6.2415272,53.34621063,0,1,4,6.56,28,23.9994
Start of Leinster street south,FALSE,35,30,5,OPEN,02-10-2021,05:32:00,-6.252639592,53.3417502,0,1,4,6.56,28,23.9994
Marlborough street opposite An Board Pleanala ,TRUE,40,40,0,OPEN,02-10-2021,05:32:00,-6.259177476,53.35260382,0,1,4,6.56,26,22.0028
Mount street lower outside board bia,FALSE,30,12,18,OPEN,02-10-2021,05:32:00,-6.240792274,53.3378138,0,1,4,5.74,26,26.0027
"Camden street lower, Infront of enable ireland",FALSE,30,29,1,OPEN,02-10-2021,05:32:00,-6.265382767,53.33482844,0,1,4,4.92,30,16.9979
North strand road,FALSE,24,22,2,OPEN,02-10-2021,05:32:00,-6.245928705,53.35520694,0,1,4,4.92,30,19.0012
Amiens street outside the funky skunk,FALSE,40,40,0,OPEN,02-10-2021,05:32:00,-6.248283684,53.35334747,0,1,4,4.1,36,16.9979
"Bolton Street, outside DIT",FALSE,36,36,0,OPEN,02-10-2021,05:32:00,-6.269626021,53.35134383,0,1,4,4.1,36,12.998
Eden Quay outside Beresford Court,FALSE,40,40,0,OPEN,02-10-2021,05:32:00,-6.25492081,53.34901267,0,1,4,3.28,38,12.998
Talbot street outside Guiney and co.,FALSE,40,13,27,OPEN,02-10-2021,05:32:00,-6.254671365,53.35066259,0,1,4,2.46,41,15.0013
Top of Parnell street outside Foleys pharmacy,TRUE,40,15,25,OPEN,02-10-2021,05:32:00,-6.258886456,53.3537389,1,1,4,2.46,41,12.998
St Stephens green north outside permanent tsb,TRUE,25,6,19,OPEN,02-10-2021,05:32:00,-6.260423362,53.3399558,1,1,4,1.64,45,12.998
Jervis Street outside Penny's,FALSE,29,25,4,OPEN,02-10-2021,05:32:00,-6.267024279,53.34998454,1,1,4,1.64,45,16.9979
"Wexford street, djinn shop, across the road from opium
",FALSE,30,24,6,OPEN,02-10-2021,05:32:00,-6.265439093,53.33662064,1,1,4,0.82,48,8.9981
"Aungier street, outside YMCA",FALSE,20,2,17,OPEN,02-10-2021,05:32:00,-6.266015768,53.3392936,1,1,4,0.82,48,8.9981
Cathal Brugha street,FALSE,40,40,0,OPEN,02-10-2021,05:32:00,-6.25944972,53.35237568,1,1,4,0.82,48,6.0032
Cathal Brugha Street outside DIT,FALSE,30,30,0,OPEN,02-10-2021,05:32:00,-6.259444356,53.35225641,1,1,4,0.82,48,0
"Camden street lower, Simon community shop,.",TRUE,29,12,17,OPEN,02-10-2021,05:32:00,-6.26539886,53.33423822,1,1,4,1.64,49,0
Coppinger row,FALSE,30,2,23,OPEN,02-10-2021,05:32:00,-6.262373328,53.34211691,1,1,4,2.46,41,0
Parnell street outside Centra ,FALSE,40,32,8,OPEN,02-10-2021,05:32:00,-6.263774782,53.35127979,1,1,4,4.1,42,0
Start of st. Stephen's Green terrace. ,FALSE,40,2,38,OPEN,02-10-2021,05:32:00,-6.257439405,53.3362755,1,1,4,4.1,46,8.9981
"Pembroke street lower, opposite coffee angel.",FALSE,40,40,0,OPEN,02-10-2021,05:32:00,-6.25215143,53.33690652,1,2,4,4.92,42,12.998
"O'Connell street, median, behind Sir John Gray monument",TRUE,40,37,3,OPEN,02-10-2021,05:32:00,-6.259725988,53.34860279,1,2,4,5.74,43,15.0013
South Circular road tesco,FALSE,40,32,8,OPEN,03-10-2021,05:32:00,-6.274455339,53.33232339,1,2,4,5.74,46,15.0013
"Essex street east, outside the Clarence hotel",TRUE,40,32,8,OPEN,03-10-2021,05:32:00,-6.266537458,53.34511458,1,1,4,6.56,40,11.0014
The coombe outside ovenden house. ,FALSE,30,0,30,OPEN,03-10-2021,05:32:00,-6.273295283,53.33919831,1,1,4,6.56,47,16.9979
"College green, median",FALSE,30,0,30,OPEN,03-10-2021,05:32:00,-6.260206103,53.34439721,1,1,4,5.74,50,16.9979
North king street,FALSE,40,40,0,OPEN,03-10-2021,05:32:00,-6.2726596,53.35032477,1,1,4,5.74,59,12.998
End of Adelaide road beside kiosk,FALSE,30,24,6,OPEN,03-10-2021,05:32:00,-6.253476441,53.3323394,1,1,4,5.74,54,11.0014
Start of Fitzwilliam square north,FALSE,20,20,0,OPEN,03-10-2021,05:32:00,-6.250662804,53.33551714,1,1,4,5.74,59,12.998
"Middle abbey street,  outside independent house newspaper limited.",FALSE,20,19,1,OPEN,03-10-2021,05:32:00,-6.261388958,53.34824573,1,1,4,5.74,63,11.0014
"Middle abbey street, outside austrailia travel.",FALSE,30,22,8,OPEN,03-10-2021,05:32:00,-6.263314784,53.34790949,1,2,4,5.74,63,15.0013
Grand canal street lower,FALSE,22,5,17,OPEN,03-10-2021,05:32:00,-6.241157055,53.33936646,1,2,4,6.56,64,16.9979
Mount street lower opposite new mount house,FALSE,38,8,30,OPEN,03-10-2021,05:32:00,-6.244124919,53.33894527,1,2,4,6.56,69,19.0012
D'Oliver street,TRUE,40,32,8,OPEN,03-10-2021,05:32:00,-6.258493513,53.34681028,1,2,4,6.56,69,11.0014
Foley street outside dance Irelamd,FALSE,27,27,0,OPEN,03-10-2021,05:32:00,-6.252858192,53.35146871,1,1,4,6.56,69,15.0013
Blood stone road,FALSE,40,38,2,OPEN,03-10-2021,05:32:00,-6.235854328,53.34555893,1,1,4,5.74,74,7.0015
Mayor square outside Snap and national college of Ireland.,FALSE,30,30,0,OPEN,03-10-2021,05:32:00,-6.24304533,53.34893742,1,1,4,5.74,74,15.0013
"Fade street, outside the rage record store",FALSE,40,40,0,OPEN,03-10-2021,05:32:00,-6.263821721,53.34194797,1,1,4,6.56,74,7.0015
Hume street,TRUE,30,30,0,OPEN,03-10-2021,05:32:00,-6.255581975,53.33800839,1,1,4,6.56,74,15.0013
Wolfe tone street,FALSE,20,18,2,OPEN,03-10-2021,05:32:00,-6.267700195,53.34936332,1,2,4,6.56,74,8.9981
Wolfe tone street outside AXA office,TRUE,40,1,39,OPEN,03-10-2021,05:32:00,-6.26718387,53.34796313,1,2,4,8.2,64,6.0032
Coppinger row ,FALSE,40,0,40,OPEN,03-10-2021,05:32:00,-6.261603534,53.34194076,1,2,4,9.02,60,7.0015
Saclville Place,FALSE,36,33,3,OPEN,03-10-2021,05:32:00,-6.258242726,53.34913596,1,2,4,9.84,60,8.9981
Trinity street,TRUE,40,40,0,OPEN,03-10-2021,05:32:00,-6.26198709,53.34380633,1,2,4,10.66,56,6.0032
Pearce street opposite parser square,FALSE,40,0,40,OPEN,03-10-2021,05:32:00,-6.242224574,53.3428079,1,2,4,10.66,56,8.9981
Parnell street outside cineworld.,FALSE,20,15,5,OPEN,03-10-2021,05:32:00,-6.267755181,53.350079,1,2,4,12.3,45,0
"Abbey Street Lower, outside Abbey Theatre.",FALSE,40,0,40,OPEN,04-10-2021,05:32:00,-6.256624013,53.34880213,1,2,4,13.12,42,0
Abbey Street Lower outside Beresford Court.,FALSE,40,30,10,OPEN,04-10-2021,05:32:00,-6.255399585,53.34901748,1,2,4,13.12,42,0
Pearce street and Townsend street,FALSE,20,10,10,OPEN,04-10-2021,05:32:00,-6.256809086,53.34580232,1,1,4,12.3,45,0
"Stephens green, in front of beneton shop",FALSE,30,17,13,OPEN,04-10-2021,05:32:00,-6.260926276,53.3398373,1,2,4,12.3,49,6.0032
East wall road outside the O2 ,FALSE,40,7,33,OPEN,04-10-2021,05:32:00,-6.227487177,53.34842026,1,2,4,10.66,65,11.0014
"Bedford row, beside Ladbrokes",TRUE,20,8,12,OPEN,04-10-2021,05:32:00,-6.261851639,53.34615699,1,1,4,9.84,65,12.998
Talbot Street outside Carrolls shop,TRUE,40,9,31,OPEN,04-10-2021,05:32:00,-6.2569727,53.35029835,1,1,4,9.84,65,12.998
"Fleet Street, outside TGI restaurant.",TRUE,40,2,38,OPEN,04-10-2021,05:32:00,-6.259736717,53.34583434,1,1,4,9.02,64,11.0014
"Aston quay, outside house of colour",TRUE,20,20,0,OPEN,04-10-2021,05:32:00,-6.262689829,53.34607693,1,2,4,9.02,64,11.0014
Harcourt street outside Starbucks ,TRUE,40,39,1,OPEN,04-10-2021,05:32:00,-6.262397468,53.3327959,1,2,4,9.02,69,8.9981
"New bride street , Infront of small green",FALSE,16,9,7,OPEN,04-10-2021,05:32:00,-6.269115061,53.33779779,1,2,4,9.84,65,8.9981
Mount street ctescent,TRUE,38,1,37,OPEN,04-10-2021,05:32:00,-6.243086904,53.33666389,1,3,4,9.02,69,12.998
Beresford Place median,FALSE,30,0,0,CLOSED,04-10-2021,05:32:00,-6.254668683,53.34915197,1,3,4,8.2,86,19.0012
Kevin's street outside o haras pharmacy,TRUE,16,14,2,OPEN,04-10-2021,05:32:00,-6.266076118,53.33774334,1,3,4,8.2,86,19.0012
Dorset street outside gaa ticket office ,FALSE,25,2,23,OPEN,04-10-2021,05:32:00,-6.260073334,53.36081366,1,3,4,9.02,87,19.9995
"Wexford street, Infront of mega bikes.",FALSE,20,16,4,OPEN,04-10-2021,05:32:00,-6.265628189,53.33737258,1,3,4,9.02,87,19.9995
"Camden street lower, outside ulster bank",TRUE,40,36,4,OPEN,04-10-2021,05:32:00,-6.265334487,53.33563406,1,3,4,9.02,87,19.9995
Mountjoy square south outside dit,FALSE,29,1,28,OPEN,04-10-2021,05:32:00,-6.256683022,53.35602898,1,3,4,9.02,93,19.0012
"Noel Purcell Walk, Infront of beaux lane house",TRUE,35,4,31,OPEN,04-10-2021,05:32:00,-6.26425758,53.34045385,1,3,4,9.02,93,22.0028
"Chatham road, outside Mao restaurant",TRUE,40,14,26,OPEN,04-10-2021,05:32:00,-6.26260668,53.34104558,1,3,4,9.02,93,22.0028
"William street south, outside dada restautsnt",TRUE,23,17,6,OPEN,04-10-2021,05:32:00,-6.263074726,53.34134584,1,3,4,9.02,93,22.0028
Saint Andrew street,FALSE,30,2,28,OPEN,04-10-2021,05:32:00,-6.261555254,53.34365901,1,3,4,9.02,93,23.9994
"South George's street, outside Diwali",TRUE,40,40,0,OPEN,04-10-2021,05:32:00,-6.264543235,53.34274625,1,3,4,9.02,93,31.0009
"George's street, outside Hogans pub",FALSE,23,22,1,OPEN,04-10-2021,05:32:00,-6.264674664,53.34206327,1,4,4,9.02,93,22.0028
Berkeley road outside Berkeley wash,FALSE,40,9,31,OPEN,05-10-2021,05:32:00,-6.269145906,53.35812925,1,3,4,8.2,93,23.9994
Cathal Brugha street outside the Irish aid office,FALSE,20,20,0,OPEN,05-10-2021,05:32:00,-6.26068756,53.35209391,1,1,4,9.02,55,12.998
Cork street,FALSE,20,15,5,OPEN,05-10-2021,05:32:00,-6.290507019,53.33420699,1,1,4,9.02,55,7.0015
"Camden street lower, Infront of icon health store. ",TRUE,21,20,1,OPEN,05-10-2021,05:32:00,-6.265275478,53.33621064,1,1,4,8.2,69,6.0032
"Drury street, outside Carousel",TRUE,29,28,1,OPEN,05-10-2021,05:32:00,-6.262984872,53.34294562,1,1,4,8.2,69,6.0032
Drury street outside Irish design shop,FALSE,40,31,9,OPEN,05-10-2021,05:32:00,-6.263002306,53.34274225,1,1,4,7.38,74,6.0032
"End of Hatch street lower, both sides of the road, outside cafe sol",FALSE,30,1,29,OPEN,05-10-2021,05:32:00,-6.255485415,53.33438318,1,1,4,7.38,74,6.0032
Hatch street lower,TRUE,20,18,2,OPEN,05-10-2021,05:32:00,-6.25756681,53.33374331,1,1,4,7.38,74,6.0032
"George's street, opposite Dublin business school",FALSE,40,9,31,OPEN,05-10-2021,05:32:00,-6.264339387,53.34348527,1,1,4,7.38,80,11.0014
Open square beside Dublin City hall,FALSE,40,7,33,OPEN,05-10-2021,05:32:00,-6.266876757,53.34402251,1,2,4,8.2,75,8.9981
Capel street outside spar,FALSE,30,30,0,OPEN,05-10-2021,05:32:00,-6.26842171,53.34736269,1,2,4,8.2,75,8.9981
"Great strand street, outside pantibar",FALSE,30,0,30,OPEN,05-10-2021,05:32:00,-6.267835647,53.34653888,1,2,4,8.2,75,11.0014
"Essex street west, outside the gaiety school of acting.",TRUE,30,8,22,OPEN,05-10-2021,06:32:00,-6.268506199,53.34472227,1,2,4,8.2,75,7.0015
Wellington quay,TRUE,20,17,3,OPEN,05-10-2021,06:32:00,-6.267154366,53.34537639,1,2,4,7.38,80,7.0015
Four courts luas stop,FALSE,33,32,1,OPEN,05-10-2021,06:32:00,-6.272738725,53.34685272,1,2,4,7.38,80,8.9981
Marlborough street,FALSE,40,29,11,OPEN,05-10-2021,06:32:00,-6.257389784,53.34818009,1,2,4,6.56,86,6.0032
Thomas street across from the hill top bar,FALSE,40,36,4,OPEN,05-10-2021,06:32:00,-6.28135398,53.34313377,1,2,4,6.56,86,6.0032
Francis street opposite the liberty bell pub,FALSE,20,14,6,OPEN,05-10-2021,06:32:00,-6.275115162,53.34155082,1,3,4,7.38,86,6.0032
Cornmarket street outside farrow and ball,TRUE,30,8,22,OPEN,05-10-2021,06:32:00,-6.275891662,53.34326188,1,3,4,7.38,86,7.0015
May lane outside Hanley at the bar,TRUE,30,30,0,OPEN,05-10-2021,06:32:00,-6.275187582,53.3480536,1,3,4,7.38,93,7.0015
North kings street outside centra,FALSE,32,22,8,OPEN,05-10-2021,06:32:00,-6.270484328,53.35087553,1,3,4,7.38,93,7.0015
Cathal Brugha Street outside the Living Room pub,FALSE,40,36,4,OPEN,05-10-2021,06:32:00,-6.260164529,53.35221318,1,3,4,7.38,93,7.0015
Parliament street outside paramount hotel,FALSE,30,29,1,OPEN,05-10-2021,06:32:00,-6.267481595,53.34471186,1,3,4,9.02,80,0
Parliament street outside spar shop,TRUE,30,13,17,OPEN,05-10-2021,06:32:00,-6.267346144,53.34468624,1,2,4,8.2,86,0
"Eustace street, outside the Italian corner restaurant",FALSE,40,25,15,OPEN,06-10-2021,06:32:00,-6.264945567,53.34561337,1,1,4,9.02,80,0
"Essex street, outside the shack restaurant.",FALSE,20,16,4,OPEN,06-10-2021,06:32:00,-6.264374256,53.34549008,1,1,4,9.84,75,8.9981
"Cope street, behind central bank",TRUE,40,38,2,OPEN,06-10-2021,06:32:00,-6.26306802,53.34492803,1,1,4,9.84,75,12.998
"Temple bar, outside Rory's fishing shop.",FALSE,30,25,5,OPEN,06-10-2021,06:32:00,-6.262601316,53.34562138,1,2,4,9.84,75,8.9981
"Fleet Street, outside hard rock cafe",TRUE,30,26,4,OPEN,06-10-2021,06:32:00,-6.260741204,53.34577029,1,2,4,9.84,70,12.998
Burgh quay,FALSE,40,28,12,OPEN,06-10-2021,06:32:00,-6.25832051,53.34702084,1,2,4,9.02,75,8.9981
Cork street,FALSE,30,9,21,OPEN,06-10-2021,06:32:00,-6.290792674,53.33423022,1,1,4,9.84,65,23.9994
"Westmorleland street, outside Bewleys",TRUE,40,32,8,OPEN,06-10-2021,06:32:00,-6.259278059,53.34617781,1,1,4,9.84,60,15.0013
Christchurch square,FALSE,30,10,20,OPEN,06-10-2021,06:32:00,-6.271794587,53.34257811,0,1,4,9.02,64,23.9994
Thomas street outside st johns priory,TRUE,38,2,36,OPEN,06-10-2021,06:32:00,-6.277763844,53.34286315,0,1,4,9.02,64,12.998
Merchants quay,FALSE,30,3,27,OPEN,06-10-2021,06:32:00,-6.272678375,53.34495686,0,1,4,9.02,64,11.0014
Parkgate street outside Landis\subwau,FALSE,40,33,7,OPEN,06-10-2021,06:32:00,-6.294609457,53.34817688,0,1,4,8.2,64,8.9981
"Capel street, outside mcQuillan tools",FALSE,30,28,2,OPEN,06-10-2021,06:32:00,-6.26865238,53.34804559,0,1,4,6.56,69,7.0015
Fitzwilliam street upper,FALSE,20,20,0,OPEN,06-10-2021,06:32:00,-6.250543445,53.33552355,0,1,4,6.56,64,8.9981
Fitzwilliam street lower,FALSE,30,0,30,OPEN,06-10-2021,06:32:00,-6.248227358,53.33788988,0,1,4,6.56,59,7.0015
Fitzwilliam street lower,TRUE,40,35,5,OPEN,06-10-2021,06:32:00,-6.248077154,53.33777617,0,1,4,7.38,55,11.0014
Church street Londis,FALSE,31,9,22,OPEN,06-10-2021,06:32:00,-6.274377555,53.35003177,0,1,4,7.38,59,6.0032
Top of Smithfield,FALSE,35,34,1,OPEN,06-10-2021,06:32:00,-6.277834922,53.34944898,0,2,4,7.38,64,7.0015
Fitzwilliam square north,TRUE,40,39,1,OPEN,06-10-2021,06:32:00,-6.251549274,53.33571254,0,2,4,7.38,64,8.9981
Manor street,FALSE,30,21,9,OPEN,06-10-2021,06:32:00,-6.285188198,53.35308412,0,2,4,8.2,59,12.998
Middle abbey street across the road from the Gin Palace  pub,FALSE,30,27,3,OPEN,06-10-2021,06:32:00,-6.263397932,53.34801997,0,2,4,9.02,55,11.0014
"Camden street, Infront of great deals store.",FALSE,24,18,6,OPEN,06-10-2021,06:32:00,-6.265190989,53.33592955,0,2,4,9.02,60,8.9981
Berkeley road outside post office,FALSE,40,39,1,OPEN,06-10-2021,06:32:00,-6.269591153,53.35858467,0,1,4,9.02,69,16.9979
Liffey street outside entrance to Arnotts.,FALSE,36,34,2,OPEN,06-10-2021,06:32:00,-6.264034957,53.34852353,0,1,4,9.84,60,11.0014
Mount street uppwr,FALSE,40,35,5,OPEN,07-10-2021,06:32:00,-6.244546026,53.33702184,0,1,4,9.84,60,0
Charlemont place beside luas station ,FALSE,40,17,23,OPEN,07-10-2021,06:32:00,-6.258653104,53.33091783,0,1,4,9.02,69,8.9981
Grand canal docks,TRUE,40,21,19,OPEN,07-10-2021,06:32:00,-6.238808781,53.34258852,0,2,4,9.02,69,16.9979
Admiral brown street,TRUE,25,6,19,OPEN,07-10-2021,06:32:00,-6.239453852,53.34532995,0,1,4,7.38,74,6.0032
All along Forbes street,FALSE,29,25,4,OPEN,07-10-2021,06:32:00,-6.238279045,53.34498248,0,1,4,7.38,74,6.0032
Blood stone /road horse fair intersection,FALSE,30,30,0,OPEN,07-10-2021,06:32:00,-6.235983074,53.3450089,0,1,4,6.56,80,6.0032
A'll along bood stone road,FALSE,20,4,15,OPEN,07-10-2021,06:32:00,-6.235950887,53.34507375,0,1,4,6.56,80,6.0032
All along Forbes street,FALSE,40,40,0,OPEN,07-10-2021,06:32:00,-6.238179803,53.34482395,0,1,4,6.56,80,7.0015
"Fade street, outside hogans bar",FALSE,30,28,2,OPEN,07-10-2021,06:32:00,-6.264417171,53.34207047,0,1,4,5.74,80,0
Benson street,TRUE,29,13,16,OPEN,07-10-2021,06:32:00,-6.233445704,53.34433076,0,1,4,6.56,80,0
Horse fair,FALSE,30,12,13,OPEN,07-10-2021,06:32:00,-6.236972809,53.34497847,0,1,4,5.74,93,0
Prussia street,FALSE,40,32,8,OPEN,07-10-2021,06:32:00,-6.287840903,53.35609622,0,1,4,5.74,93,0
"Start of South William street, outside jewl in the crown",FALSE,40,0,40,OPEN,07-10-2021,06:32:00,-6.262051463,53.3428119,0,1,4,5.74,86,0
 Parnell square west outside the rotunda hospital ,FALSE,40,40,0,OPEN,07-10-2021,06:32:00,-6.26450032,53.35301127,0,1,4,5.74,86,0
,TRUE,40,36,4,OPEN,07-10-2021,06:32:00,-6.290662587,53.34183507,0,2,4,5.74,86,0
"Queen street, probation service ",FALSE,40,33,7,OPEN,07-10-2021,06:32:00,-6.279795617,53.34779341,0,2,4,6.56,80,0
"Christ church place, outside sunny's newsagent",TRUE,40,32,8,OPEN,07-10-2021,06:32:00,-6.270240247,53.34315219,0,2,4,7.38,80,0
"Wexford street, outside solo clothes shop.",FALSE,30,8,22,OPEN,07-10-2021,06:32:00,-6.265384108,53.33649172,0,1,4,9.02,75,0
Francis street outside reillys pharmacy ,FALSE,30,7,23,OPEN,07-10-2021,06:32:00,-6.276079416,53.34295923,0,1,4,12.3,52,7.0015
Houston train station,FALSE,40,39,1,OPEN,07-10-2021,06:32:00,-6.293238848,53.34612577,0,1,4,11.48,61,7.0015
"Top of baggot street lower, end of pembroke street lower",FALSE,30,22,8,OPEN,07-10-2021,06:32:00,-6.251306534,53.33771531,0,1,4,11.48,61,6.0032
"Edge of exchequer street, outside pharmacy and rustic stone",FALSE,20,16,4,OPEN,07-10-2021,06:32:00,-6.264303178,53.34296563,0,1,4,12.3,56,0
"Essex street, outside zaytoon",FALSE,20,14,6,OPEN,07-10-2021,06:32:00,-6.267253608,53.34496807,0,1,4,12.3,56,0
"Dame street,  outside Nico's restaurant",FALSE,30,22,8,OPEN,07-10-2021,06:32:00,-6.26409933,53.3442603,0,1,4,12.3,56,12.998
"Prince's street north, outside penny's.",FALSE,22,5,17,OPEN,08-10-2021,06:32:00,-6.260648668,53.34896464,0,1,4,10.66,65,11.0014
Leinster street south outside TCD Leinster street,FALSE,38,9,29,OPEN,08-10-2021,06:32:00,-6.252918541,53.34181265,0,1,4,10.66,65,12.998
Aungier street outside DIT,TRUE,40,32,8,OPEN,08-10-2021,06:32:00,-6.266168654,53.33863779,0,2,4,10.66,65,7.0015
Start of castle street,FALSE,27,10,17,OPEN,08-10-2021,06:32:00,-6.267496347,53.34391522,0,2,4,9.84,70,11.0014
"Molesworth street, ",FALSE,40,32,8,OPEN,08-10-2021,06:32:00,-6.258029491,53.34132903,0,2,4,9.84,70,12.998
Parnell Streer outside Aldi,FALSE,30,30,0,OPEN,08-10-2021,06:32:00,-6.265747547,53.35051289,0,2,4,9.84,65,19.0012
"Prince's street north, outside penny's",FALSE,40,40,0,OPEN,08-10-2021,06:32:00,-6.260790825,53.34894062,1,2,4,9.84,65,15.0013
Talbot street outside wake cup,TRUE,30,29,1,OPEN,08-10-2021,06:32:00,-6.250971258,53.35126939,1,1,4,9.02,64,16.9979
"Capel Street, outside The Horse Shoe shop",FALSE,20,19,1,OPEN,08-10-2021,06:32:00,-6.269926429,53.35090915,1,1,4,9.02,64,12.998
Parnell street outside king fisher restraunt.,TRUE,40,6,34,OPEN,08-10-2021,06:32:00,-6.263267845,53.35177931,1,1,4,9.02,64,12.998
"Johnstone place, outside pharmacy",FALSE,40,0,40,OPEN,08-10-2021,06:32:00,-6.263511926,53.34102076,1,1,4,8.2,59,15.0013
"Camden street upper, outside damascus gate restaurant ",FALSE,36,34,2,OPEN,08-10-2021,06:32:00,-6.265024692,53.33286797,1,1,4,7.38,64,19.0012
"Trinity street, outside jack jones shop",TRUE,40,38,2,OPEN,08-10-2021,06:32:00,-6.262032688,53.34383996,1,1,4,6.56,69,22.0028
"End of Liffey street lower, outside the grand social",FALSE,40,0,40,OPEN,08-10-2021,06:32:00,-6.263313442,53.34680228,1,2,4,6.56,64,19.0012
End of Patricia street outside spar,FALSE,20,17,3,OPEN,08-10-2021,06:32:00,-6.272449046,53.33910542,1,2,4,6.56,59,19.0012
"Start of westborough street, beside the butchers bar",FALSE,40,4,36,OPEN,08-10-2021,06:32:00,-6.269899607,53.34332353,1,2,4,6.56,59,19.9995
Heuston Luas stop,FALSE,40,30,10,OPEN,08-10-2021,06:32:00,-6.29202649,53.34690716,1,2,4,6.56,59,12.998
James street outside McCanns pub,FALSE,20,15,5,OPEN,08-10-2021,06:32:00,-6.288935244,53.34351569,1,2,4,6.56,59,12.998
Thomas street outside Massey bros funeral home,FALSE,30,17,13,OPEN,08-10-2021,06:32:00,-6.280841678,53.34319623,1,2,4,7.38,55,7.0015
"Essex street east, outside costa cafe.",FALSE,40,9,31,OPEN,08-10-2021,06:32:00,-6.265047491,53.34538679,1,2,4,6.56,59,0
"Eustace street, outside the orseman pub",TRUE,20,13,7,OPEN,08-10-2021,06:32:00,-6.264875829,53.34536358,1,2,4,7.38,55,8.9981
"Cecilia street, outside temple lane recording studios",TRUE,40,11,29,OPEN,08-10-2021,06:32:00,-6.263965219,53.3450073,1,2,4,6.56,59,8.9981
"Cecilia street, outside luigi malones restaurant",TRUE,40,8,32,OPEN,08-10-2021,06:32:00,-6.263536066,53.3450113,1,2,4,6.56,56,12.998
"Fleet Street, across from thunder road cafe",TRUE,20,16,4,OPEN,08-10-2021,06:32:00,-6.261535138,53.34571905,1,2,4,6.56,59,12.998
Infirmary road,TRUE,40,39,1,OPEN,09-10-2021,06:32:00,-6.295009106,53.34846509,1,2,4,6.56,55,15.0013
Middle abbey street outside arnotts.,FALSE,16,11,5,OPEN,09-10-2021,06:32:00,-6.262722015,53.34809683,1,1,4,12.3,61,7.0015
Upper abbey street near the Jervia Luas stop.,TRUE,38,1,37,OPEN,09-10-2021,06:32:00,-6.264595538,53.34786626,1,3,4,6.56,59,11.0014
Talbot street across the road from Paddy Power,FALSE,30,0,0,CLOSED,09-10-2021,06:32:00,-6.252361983,53.35108127,1,3,4,6.56,59,6.0032
Top of Forbes street,TRUE,16,12,4,OPEN,09-10-2021,06:32:00,-6.238356829,53.34462059,1,2,4,6.56,59,7.0015
All along blood stone road,FALSE,25,0,25,OPEN,09-10-2021,06:32:00,-6.236162782,53.3446302,1,2,4,6.56,64,6.0032
North Circular road outside Matter hospital. ,FALSE,20,14,6,OPEN,09-10-2021,06:32:00,-6.266330928,53.3602014,0,1,4,10.66,35,30.0026
Parnell street outside Jervis medical centre,TRUE,40,34,6,OPEN,09-10-2021,06:32:00,-6.267299205,53.35003097,0,1,4,9.84,41,31.0009
"Wood quay, outside DCC",FALSE,29,4,25,OPEN,09-10-2021,06:32:00,-6.270107478,53.34501931,0,1,4,9.84,41,36.9974
Start of marborough street outside the abbey theatre,TRUE,35,6,29,OPEN,09-10-2021,06:32:00,-6.257431358,53.34837783,0,1,4,9.02,44,36.9974
Ormond square,TRUE,40,21,19,OPEN,09-10-2021,06:32:00,-6.271288991,53.34610495,0,1,4,9.02,44,36.9974
"Drury street, outside George's st. arcade",TRUE,23,20,3,OPEN,09-10-2021,06:32:00,-6.263249069,53.34238835,0,1,4,8.2,47,19.9995
Sponsor Dock Luas station,FALSE,30,8,22,OPEN,09-10-2021,06:32:00,-6.237128377,53.34872687,0,1,4,7.38,51,16.9979
Outside criminal courts of justice,TRUE,40,39,1,OPEN,09-10-2021,06:32:00,-6.296098083,53.34829617,0,1,4,8.2,51,7.0015
"Houston station,",FALSE,23,23,0,OPEN,09-10-2021,06:32:00,-6.297288984,53.3466958,0,1,4,9.02,47,19.0012
Eden quay,FALSE,40,11,29,OPEN,09-10-2021,06:32:00,-6.257094741,53.34794472,0,2,4,10.66,41,12.998
"Chatham road, outside DIT music and drama",FALSE,20,20,0,OPEN,09-10-2021,06:32:00,-6.262814552,53.34105679,0,2,4,12.3,33,11.0014
Parnell street outside cycleways. ,FALSE,20,17,3,OPEN,09-10-2021,06:32:00,-6.265170872,53.35093077,0,1,4,12.3,33,7.0015
Bottom of grafton streer,TRUE,21,16,4,OPEN,09-10-2021,06:32:00,-6.259318292,53.34330432,0,1,4,13.94,29,0
Baggot street lower outside tailored finance.,TRUE,29,28,1,OPEN,09-10-2021,06:32:00,-6.247524619,53.3359728,0,1,4,14.76,27,11.0014
"Essex street, outside the porterhouse pub",FALSE,40,31,9,OPEN,09-10-2021,06:32:00,-6.267343462,53.34503372,0,1,4,14.76,27,6.0032
"Wexford street, in front of whelans off licence",FALSE,30,6,24,OPEN,09-10-2021,06:32:00,-6.265596002,53.33655017,0,1,4,14.76,29,6.0032
Capel street outside codys of Capel Street.,TRUE,20,18,2,OPEN,09-10-2021,06:32:00,-6.26895681,53.34913196,0,1,4,13.94,33,11.0014
